#   X     Y     Z      S       D
   419   272   209  3.3723  0.9006
   419   273   209  3.3688  0.8992
   418   273   209  3.3649  0.8978
   418   272   209  3.3478  0.8915
   420   272   209  3.3377  0.8877
   419   271   209  3.3293  0.8846
   420   271   209  3.3172  0.8801
   420   273   209  3.3165  0.8799
   418   271   209  3.2814  0.8669
   418   274   209  3.3265  0.8835
   419   274   209  3.3154  0.8794
   417   273   209  3.2945  0.8718
   417   274   209  3.2736  0.8641
   420   270   209  3.2602  0.8592
   417   272   209  3.2569  0.8580
   421   272   209  3.2550  0.8573
   421   271   209  3.2536  0.8568
   420   274   209  3.2529  0.8566
   419   270   209  3.2478  0.8547
   421   273   209  3.2214  0.8451
   421   270   209  3.2193  0.8443
   418   270   209  3.1765  0.8289
   417   271   209  3.1693  0.8263
   421   274   209  3.1536  0.8207
   417   270   209  3.0451  0.7824
   418   275   209  3.2332  0.8494
   419   275   209  3.2145  0.8426
   417   275   209  3.1926  0.8347
   420   269   209  3.1739  0.8280
   421   269   209  3.1565  0.8217
   416   273   209  3.1528  0.8204
   420   275   209  3.1505  0.8196
   422   271   209  3.1500  0.8194
   416   274   209  3.1491  0.8191
   419   269   209  3.1381  0.8152
   422   272   209  3.1374  0.8149
   422   270   209  3.1348  0.8140
   416   272   209  3.0978  0.8009
   422   273   209  3.0971  0.8006
   422   269   209  3.0938  0.7995
   416   275   209  3.0833  0.7958
   421   275   209  3.0555  0.7860
   418   269   209  3.0459  0.7826
   422   274   209  3.0307  0.7773
   418   276   209  3.0921  0.7988
   419   276   209  3.0735  0.7923
   421   268   209  3.0705  0.7912
   420   268   209  3.0658  0.7896
   417   276   209  3.0575  0.7867
   422   268   209  3.0297  0.7770
   423   271   209  3.0190  0.7733
   423   270   209  3.0186  0.7731
   420   276   209  3.0158  0.7721
   419   268   209  3.0098  0.7700
