#   X     Y     Z      S       D
   231   188   153  3.4288  0.9398
   231   187   153  3.4275  0.9393
   232   188   153  3.4188  0.9360
   232   187   153  3.4185  0.9359
   231   189   153  3.4105  0.9328
   230   188   153  3.3983  0.9281
   232   189   153  3.3973  0.9277
   230   187   153  3.3946  0.9267
   230   189   153  3.3839  0.9226
   232   189   154  3.0841  0.8104
   232   188   154  3.0619  0.8024
   231   189   154  3.0256  0.7894
   232   187   154  3.0109  0.7842
   231   188   154  3.0001  0.7804
   231   186   153  3.4077  0.9317
   232   186   153  3.3983  0.9281
   233   188   153  3.3752  0.9192
   233   187   153  3.3751  0.9192
   230   186   153  3.3736  0.9186
   231   190   153  3.3704  0.9174
   233   186   153  3.3530  0.9108
   232   190   153  3.3510  0.9100
   233   189   153  3.3506  0.9099
   230   190   153  3.3500  0.9096
   229   188   153  3.3211  0.8986
   229   187   153  3.3136  0.8958
   229   189   153  3.3119  0.8952
   233   190   153  3.2976  0.8898
   229   186   153  3.2900  0.8869
   229   190   153  3.2849  0.8850
   233   189   154  3.1056  0.8181
   233   188   154  3.0879  0.8118
   233   190   154  3.0868  0.8114
   232   190   154  3.0731  0.8064
   233   187   154  3.0388  0.7941
   231   190   154  3.0214  0.7879
   231   185   153  3.3698  0.9172
   232   185   153  3.3592  0.9131
   230   185   153  3.3354  0.9041
   233   185   153  3.3110  0.8949
   231   191   153  3.3051  0.8926
   234   188   153  3.3039  0.8922
   234   187   153  3.3037  0.8921
   230   191   153  3.2937  0.8883
   234   186   153  3.2789  0.8828
   232   191   153  3.2761  0.8817
   234   189   153  3.2756  0.8815
   229   185   153  3.2503  0.8721
   229   191   153  3.2376  0.8673
   234   185   153  3.2328  0.8656
   234   190   153  3.2146  0.8588
   233   191   153  3.2119  0.8578
   228   188   153  3.1941  0.8512
   228   189   153  3.1914  0.8502
   228   187   153  3.1816  0.8466
   228   190   153  3.1724  0.8432
   228   186   153  3.1544  0.8366
   228   191   153  3.1349  0.8295
   234   191   153  3.1170  0.8230
   228   185   153  3.1126  0.8214
   234   189   154  3.0887  0.8120
   234   188   154  3.0773  0.8079
   234   190   154  3.0606  0.8019
   234   187   154  3.0318  0.7916
   233   191   154  3.0284  0.7904
   232   191   154  3.0260  0.7895
   231   184   153  3.3141  0.8960
   232   184   153  3.3020  0.8915
   230   184   153  3.2798  0.8831
   233   184   153  3.2508  0.8723
   230   192   153  3.2111  0.8575
   231   192   153  3.2105  0.8573
   235   187   153  3.2089  0.8567
   235   188   153  3.2084  0.8565
   229   184   153  3.1943  0.8513
   235   186   153  3.1815  0.8466
   235   189   153  3.1753  0.8443
   232   192   153  3.1686  0.8419
   234   184   153  3.1681  0.8417
   229   192   153  3.1666  0.8411
   235   185   153  3.1308  0.8280
   235   190   153  3.1052  0.8188
   233   192   153  3.0903  0.8134
   228   192   153  3.0758  0.8081
   235   184   153  3.0609  0.8028
   228   184   153  3.0563  0.8011
   235   189   154  3.0330  0.7920
   235   188   154  3.0299  0.7909
   227   189   153  3.0236  0.7894
   227   188   153  3.0187  0.7877
   227   190   153  3.0137  0.7859
   227   187   153  3.0002  0.7811
   231   183   153  3.2406  0.8685
   232   183   153  3.2273  0.8635
   230   183   153  3.2069  0.8560
   233   183   153  3.1734  0.8436
   229   183   153  3.1221  0.8249
   230   193   153  3.0990  0.8165
   236   187   153  3.0924  0.8141
   236   188   153  3.0900  0.8133
   234   183   153  3.0868  0.8121
   231   193   153  3.0839  0.8111
   229   193   153  3.0687  0.8056
   236   186   153  3.0635  0.8037
   236   189   153  3.0510  0.7992
   232   193   153  3.0268  0.7906
   236   185   153  3.0089  0.7842
   231   182   153  3.1498  0.8350
   232   182   153  3.1354  0.8297
   230   182   153  3.1171  0.8231
   233   182   153  3.0797  0.8095
   229   182   153  3.0340  0.7931
   231   181   153  3.0416  0.7959
   232   181   153  3.0261  0.7903
   230   181   153  3.0106  0.7848
