#   X     Y     Z      S       D
   298   265   174  2.1149  0.4863
   299   266   174  2.1149  0.4863
   299   265   174  2.1129  0.4857
   298   266   174  2.1116  0.4854
   298   264   174  2.1041  0.4831
   297   265   174  2.1026  0.4827
   299   264   174  2.0982  0.4814
   297   264   174  2.0956  0.4807
   297   266   174  2.0940  0.4802
   300   266   174  2.1062  0.4838
   299   267   174  2.1015  0.4824
   300   265   174  2.0994  0.4818
   300   267   174  2.0983  0.4815
   298   267   174  2.0920  0.4796
   298   263   174  2.0820  0.4767
   300   264   174  2.0807  0.4763
   297   263   174  2.0758  0.4749
   296   265   174  2.0738  0.4743
   299   263   174  2.0735  0.4743
   296   264   174  2.0703  0.4733
   297   267   174  2.0679  0.4726
   296   266   174  2.0602  0.4704
   300   263   174  2.0532  0.4684
   296   263   174  2.0524  0.4682
   296   267   174  2.0279  0.4611
   301   266   174  2.0880  0.4785
   301   267   174  2.0847  0.4775
   301   265   174  2.0769  0.4752
   300   268   174  2.0733  0.4742
   299   268   174  2.0707  0.4734
   301   268   174  2.0644  0.4716
   298   268   174  2.0546  0.4688
   301   264   174  2.0544  0.4687
   298   262   174  2.0511  0.4678
   297   262   174  2.0457  0.4662
   299   262   174  2.0415  0.4650
   295   265   174  2.0267  0.4608
   295   264   174  2.0262  0.4606
   297   268   174  2.0236  0.4599
   301   263   174  2.0235  0.4598
   296   262   174  2.0229  0.4597
   300   262   174  2.0193  0.4586
   295   263   174  2.0100  0.4560
   295   266   174  2.0090  0.4557
   302   267   174  2.0630  0.4712
   302   266   174  2.0627  0.4711
   302   265   174  2.0479  0.4669
   302   268   174  2.0459  0.4663
   300   269   174  2.0294  0.4615
   301   269   174  2.0246  0.4601
   302   264   174  2.0217  0.4593
   299   269   174  2.0214  0.4592
   298   261   174  2.0128  0.4568
   302   269   174  2.0089  0.4556
   297   261   174  2.0068  0.4550
   299   261   174  2.0034  0.4541
   303   267   174  2.0344  0.4630
   303   266   174  2.0317  0.4622
   303   268   174  2.0193  0.4586
   303   265   174  2.0139  0.4571
