#   X     Y     Z      S       D
   130   450   224  2.7133  0.6762
   130   449   224  2.7118  0.6757
   129   450   224  2.7103  0.6752
   131   449   224  2.7069  0.6741
   129   451   224  2.7051  0.6735
   129   449   224  2.7030  0.6728
   131   450   224  2.7028  0.6727
   130   451   224  2.7023  0.6725
   131   451   224  2.6867  0.6674
   131   449   223  2.5947  0.6368
   131   450   223  2.5900  0.6353
   130   449   223  2.5825  0.6329
   130   450   223  2.5803  0.6322
   131   451   223  2.5783  0.6315
   130   451   223  2.5711  0.6292
   129   450   223  2.5613  0.6261
   129   449   223  2.5605  0.6258
   129   451   223  2.5550  0.6240
   129   450   225  2.5014  0.6079
   130   449   225  2.4975  0.6067
   131   449   225  2.4963  0.6063
   129   449   225  2.4936  0.6054
   130   450   225  2.4933  0.6053
   129   451   225  2.4928  0.6052
   131   450   225  2.4791  0.6008
   130   451   225  2.4736  0.5991
   131   451   225  2.4475  0.5908
   131   448   224  2.6962  0.6705
   130   448   224  2.6951  0.6702
   128   451   224  2.6950  0.6701
   128   450   224  2.6936  0.6697
   129   452   224  2.6904  0.6686
   132   449   224  2.6894  0.6683
   128   452   224  2.6868  0.6674
   132   448   224  2.6847  0.6668
   130   452   224  2.6819  0.6658
   129   448   224  2.6805  0.6654
   128   449   224  2.6802  0.6652
   132   450   224  2.6801  0.6652
   131   452   224  2.6619  0.6593
   132   451   224  2.6597  0.6585
   128   448   224  2.6523  0.6561
   132   452   224  2.6314  0.6493
   132   449   223  2.5958  0.6372
   132   448   223  2.5945  0.6367
   131   448   223  2.5917  0.6358
   132   450   223  2.5892  0.6350
   130   448   223  2.5770  0.6311
   132   451   223  2.5758  0.6307
   131   452   223  2.5598  0.6256
   132   452   223  2.5558  0.6243
   130   452   223  2.5548  0.6240
   129   448   223  2.5518  0.6230
   129   452   223  2.5412  0.6196
   128   450   223  2.5346  0.6175
   128   451   223  2.5310  0.6163
   128   449   223  2.5304  0.6162
   128   452   223  2.5197  0.6127
   128   448   223  2.5178  0.6121
   128   451   225  2.5033  0.6085
   132   448   225  2.5032  0.6085
   128   450   225  2.5021  0.6081
   131   448   225  2.4973  0.6066
   132   449   225  2.4890  0.6040
   128   452   225  2.4878  0.6036
   130   448   225  2.4855  0.6029
   128   449   225  2.4839  0.6024
   129   448   225  2.4697  0.5979
   129   452   225  2.4684  0.5974
   132   450   225  2.4586  0.5943
   128   448   225  2.4500  0.5916
   130   452   225  2.4397  0.5884
   132   451   225  2.4149  0.5806
   131   452   225  2.4036  0.5771
   132   452   225  2.3611  0.5639
   128   450   222  2.2256  0.5213
   128   451   222  2.2228  0.5205
   128   449   222  2.2067  0.5156
   128   452   222  2.2032  0.5146
   129   450   222  2.1888  0.5102
   129   451   222  2.1886  0.5102
   129   452   222  2.1722  0.5053
   129   449   222  2.1683  0.5042
   128   448   222  2.1626  0.5024
   130   451   222  2.1608  0.5019
   130   450   222  2.1591  0.5014
   130   452   222  2.1470  0.4978
   131   451   222  2.1414  0.4962
   131   450   222  2.1386  0.4954
   130   449   222  2.1375  0.4950
   132   451   222  2.1303  0.4929
   131   452   222  2.1289  0.4925
   132   450   222  2.1272  0.4920
   129   448   222  2.1237  0.4910
   132   452   222  2.1180  0.4893
   131   449   222  2.1165  0.4888
   132   449   222  2.1052  0.4855
   130   448   222  2.0927  0.4819
   131   448   222  2.0719  0.4758
   132   448   222  2.0614  0.4727
   127   451   224  2.6727  0.6628
   127   452   224  2.6717  0.6625
   128   453   224  2.6709  0.6622
   129   453   224  2.6684  0.6614
   131   447   224  2.6684  0.6614
   127   450   224  2.6642  0.6600
   132   447   224  2.6638  0.6599
   127   453   224  2.6625  0.6595
   133   448   224  2.6616  0.6592
   130   447   224  2.6611  0.6590
   133   449   224  2.6603  0.6587
   130   453   224  2.6549  0.6569
   133   447   224  2.6477  0.6546
   133   450   224  2.6463  0.6541
   127   449   224  2.6444  0.6535
   129   447   224  2.6411  0.6524
   131   453   224  2.6310  0.6491
   133   451   224  2.6224  0.6463
   127   448   224  2.6113  0.6427
   128   447   224  2.6083  0.6418
   132   453   224  2.5978  0.6383
   133   452   224  2.5915  0.6363
   133   449   223  2.5856  0.6339
   133   448   223  2.5852  0.6338
   132   447   223  2.5829  0.6330
   131   447   223  2.5791  0.6318
   133   450   223  2.5779  0.6314
   133   447   223  2.5741  0.6302
   133   451   223  2.5637  0.6268
   127   447   224  2.5636  0.6273
   130   447   223  2.5624  0.6264
   133   453   224  2.5560  0.6249
   133   452   223  2.5435  0.6203
   131   453   223  2.5338  0.6172
   129   447   223  2.5337  0.6172
   130   453   223  2.5307  0.6163
   132   453   223  2.5288  0.6156
   129   453   223  2.5194  0.6126
   133   453   223  2.5167  0.6118
   133   447   225  2.5059  0.6093
   127   451   225  2.5028  0.6084
   127   450   223  2.5012  0.6069
   127   451   223  2.5002  0.6065
   128   453   223  2.5001  0.6065
   133   448   225  2.5001  0.6075
   132   447   225  2.4983  0.6069
   127   452   225  2.4957  0.6061
   128   447   223  2.4952  0.6049
   127   449   223  2.4938  0.6045
   127   450   225  2.4931  0.6053
   127   452   223  2.4911  0.6037
   131   447   225  2.4810  0.6014
   127   448   223  2.4769  0.5992
   127   453   223  2.4736  0.5981
   133   449   225  2.4736  0.5991
   127   453   225  2.4729  0.5989
   127   449   225  2.4664  0.5968
   130   447   225  2.4579  0.5941
   128   453   225  2.4571  0.5939
   127   447   223  2.4490  0.5903
   129   447   225  2.4317  0.5859
   133   450   225  2.4306  0.5855
   129   453   225  2.4299  0.5853
   127   448   225  2.4248  0.5837
   128   447   225  2.4032  0.5770
   130   453   225  2.3934  0.5739
   133   451   225  2.3756  0.5684
   127   447   225  2.3716  0.5671
   131   453   225  2.3497  0.5603
   133   452   225  2.3126  0.5489
   132   453   225  2.2999  0.5450
   127   450   222  2.2657  0.5334
   127   451   222  2.2603  0.5317
   127   449   222  2.2482  0.5281
   133   453   225  2.2451  0.5284
   127   452   222  2.2369  0.5247
   127   448   222  2.2044  0.5149
   127   453   222  2.2013  0.5140
   128   453   222  2.1720  0.5053
   129   453   222  2.1448  0.4972
   127   447   222  2.1330  0.4937
   133   451   222  2.1256  0.4915
   133   450   222  2.1228  0.4907
   130   453   222  2.1220  0.4905
   133   452   222  2.1130  0.4878
   131   453   222  2.1051  0.4855
   133   449   222  2.1014  0.4844
   132   453   222  2.0942  0.4823
   128   447   222  2.0915  0.4815
   133   453   222  2.0885  0.4806
   127   452   221  2.0678  0.4743
   127   453   221  2.0649  0.4734
   127   451   221  2.0619  0.4725
   133   448   222  2.0587  0.4720
   129   447   222  2.0531  0.4703
   127   450   221  2.0461  0.4680
   128   453   221  2.0281  0.4627
   128   452   221  2.0267  0.4623
   130   447   222  2.0228  0.4615
   127   449   221  2.0192  0.4602
   128   451   221  2.0170  0.4596
   131   447   222  2.0031  0.4559
   128   454   224  2.6482  0.6548
   126   452   224  2.6471  0.6544
   127   454   224  2.6457  0.6539
   126   453   224  2.6447  0.6536
   126   451   224  2.6408  0.6523
   129   454   224  2.6405  0.6522
   126   454   224  2.6334  0.6499
