#   X     Y     Z      S       D
   127   289   211  2.0776  0.4745
   126   290   211  2.0709  0.4725
   127   290   211  2.0705  0.4724
   127   288   211  2.0685  0.4718
   128   288   211  2.0678  0.4717
   126   289   211  2.0657  0.4710
   128   289   211  2.0631  0.4703
   128   290   211  2.0443  0.4649
   126   288   211  2.0424  0.4643
   128   287   211  2.0588  0.4690
   126   291   211  2.0545  0.4678
   129   287   211  2.0473  0.4657
   127   291   211  2.0446  0.4650
   127   287   211  2.0444  0.4649
   125   290   211  2.0441  0.4648
   129   288   211  2.0425  0.4644
   125   291   211  2.0371  0.4628
   125   289   211  2.0271  0.4599
   129   289   211  2.0252  0.4594
   128   291   211  2.0101  0.4551
   126   287   211  2.0035  0.4532
   129   286   211  2.0379  0.4630
   128   286   211  2.0350  0.4622
   130   286   211  2.0171  0.4571
   130   287   211  2.0137  0.4561
   126   292   211  2.0129  0.4559
   127   286   211  2.0058  0.4538
   125   292   211  2.0023  0.4528
   129   285   211  2.0133  0.4560
   130   285   211  2.0059  0.4539
