#   X     Y     Z      S       D
   413   144   178  2.0801  0.4754
   414   144   178  2.0773  0.4745
   412   144   178  2.0741  0.4736
   413   143   178  2.0710  0.4727
   414   143   178  2.0702  0.4725
   413   145   178  2.0663  0.4714
   412   143   178  2.0638  0.4706
   412   145   178  2.0634  0.4705
   414   145   178  2.0594  0.4694
   411   144   178  2.0625  0.4703
   415   144   178  2.0609  0.4698
   415   143   178  2.0571  0.4687
   411   145   178  2.0542  0.4679
   411   143   178  2.0514  0.4671
   413   142   178  2.0444  0.4650
   414   142   178  2.0442  0.4650
   415   145   178  2.0381  0.4632
   412   142   178  2.0373  0.4630
   415   142   178  2.0332  0.4618
   412   146   178  2.0296  0.4608
   413   146   178  2.0272  0.4601
   411   142   178  2.0251  0.4595
   411   146   178  2.0247  0.4594
   414   146   178  2.0142  0.4564
   410   144   178  2.0470  0.4658
   410   145   178  2.0407  0.4640
   410   143   178  2.0350  0.4623
   416   143   178  2.0272  0.4601
   416   144   178  2.0261  0.4598
   410   146   178  2.0147  0.4565
   410   142   178  2.0083  0.4547
   413   141   178  2.0077  0.4545
   414   141   178  2.0073  0.4544
   416   142   178  2.0072  0.4544
   412   141   178  2.0012  0.4527
   409   144   178  2.0274  0.4601
   409   145   178  2.0231  0.4589
   409   143   178  2.0140  0.4563
   409   141   177  2.0050  0.4539
   408   141   177  2.0189  0.4579
   408   142   177  2.0143  0.4566
   408   140   177  2.0122  0.4560
   408   144   178  2.0022  0.4530
   409   140   177  2.0012  0.4528
   408   145   178  2.0005  0.4525
   407   142   177  2.0321  0.4617
   407   141   177  2.0302  0.4611
   407   143   177  2.0217  0.4587
   407   140   177  2.0188  0.4579
   407   139   177  2.0004  0.4526
   406   142   177  2.0462  0.4657
   406   143   177  2.0450  0.4654
   406   141   177  2.0364  0.4629
   406   144   177  2.0291  0.4608
   406   140   177  2.0188  0.4579
   405   143   177  2.0603  0.4698
   405   144   177  2.0539  0.4680
   405   142   177  2.0521  0.4674
   405   141   177  2.0338  0.4622
   405   145   177  2.0287  0.4607
   405   140   177  2.0094  0.4552
   404   144   177  2.0633  0.4707
   404   143   177  2.0614  0.4701
   404   145   177  2.0456  0.4656
   404   142   177  2.0448  0.4653
   404   141   177  2.0188  0.4579
   404   146   177  2.0052  0.4540
   403   144   177  2.0513  0.4672
   403   143   177  2.0434  0.4649
   403   145   177  2.0391  0.4637
   403   142   177  2.0206  0.4584
   403   146   177  2.0035  0.4535
   402   144   177  2.0154  0.4569
   402   145   177  2.0064  0.4543
   402   143   177  2.0043  0.4537
