#   X     Y     Z      S       D
   450   319   304  2.4782  0.6962
   450   320   304  2.4733  0.6943
   449   319   304  2.4629  0.6904
   451   320   304  2.4617  0.6899
   450   318   304  2.4614  0.6898
   451   319   304  2.4605  0.6895
   449   320   304  2.4544  0.6872
   449   318   304  2.4504  0.6857
   451   318   304  2.4370  0.6806
   450   321   304  2.4479  0.6847
   451   321   304  2.4414  0.6823
   449   321   304  2.4265  0.6767
   448   319   304  2.4249  0.6761
   450   317   304  2.4227  0.6752
   449   317   304  2.4165  0.6729
   448   320   304  2.4153  0.6725
   448   318   304  2.4145  0.6722
   452   320   304  2.4063  0.6691
   452   319   304  2.3965  0.6655
   452   321   304  2.3934  0.6643
   451   317   304  2.3916  0.6636
   448   321   304  2.3869  0.6619
   448   317   304  2.3839  0.6607
   452   318   304  2.3643  0.6535
   452   317   304  2.3110  0.6339
   450   322   304  2.4039  0.6682
   451   322   304  2.4009  0.6671
   449   322   304  2.3809  0.6596
   447   319   304  2.3718  0.6563
   450   316   304  2.3630  0.6530
   447   320   304  2.3628  0.6529
   449   316   304  2.3621  0.6527
   447   318   304  2.3620  0.6526
   452   322   304  2.3586  0.6514
   448   322   304  2.3415  0.6451
   447   321   304  2.3356  0.6429
   448   316   304  2.3338  0.6422
   447   317   304  2.3334  0.6421
   451   316   304  2.3261  0.6394
   447   322   304  2.2917  0.6268
   453   320   304  2.2906  0.6264
   447   316   304  2.2873  0.6252
   453   321   304  2.2870  0.6251
   453   319   304  2.2706  0.6192
   453   322   304  2.2594  0.6151
   452   316   304  2.2394  0.6079
   453   318   304  2.2284  0.6040
   453   317   304  2.1669  0.5820
   453   316   304  2.0901  0.5551
   447   320   305  2.0252  0.5339
   447   321   305  2.0208  0.5324
   447   319   305  2.0166  0.5310
   447   322   305  2.0048  0.5269
   450   323   304  2.3430  0.6456
   451   323   304  2.3420  0.6452
   449   323   304  2.3196  0.6370
   446   319   304  2.3091  0.6332
   452   323   304  2.3031  0.6310
   446   320   304  2.3014  0.6304
   446   318   304  2.2990  0.6295
   449   315   304  2.2896  0.6261
   450   315   304  2.2853  0.6245
   448   323   304  2.2810  0.6230
   446   321   304  2.2763  0.6212
   446   317   304  2.2720  0.6197
   448   315   304  2.2669  0.6178
   451   315   304  2.2437  0.6094
   446   322   304  2.2347  0.6062
   447   323   304  2.2330  0.6056
   446   316   304  2.2298  0.6045
   447   315   304  2.2263  0.6032
   453   323   304  2.2089  0.5970
   446   323   304  2.1783  0.5861
   446   315   304  2.1751  0.5849
   452   315   304  2.1534  0.5772
   454   321   304  2.1024  0.5593
   454   320   304  2.0961  0.5571
   454   322   304  2.0830  0.5526
   454   319   304  2.0654  0.5465
   454   323   304  2.0381  0.5371
   446   320   305  2.0267  0.5344
   446   319   305  2.0247  0.5338
   446   321   305  2.0151  0.5305
   454   318   304  2.0135  0.5286
   446   318   305  2.0088  0.5283
   453   315   304  2.0024  0.5248
   450   324   304  2.2671  0.6179
   451   324   304  2.2662  0.6176
   449   324   304  2.2446  0.6098
   445   319   304  2.2400  0.6081
   445   320   304  2.2337  0.6059
   445   318   304  2.2299  0.6045
   452   324   304  2.2287  0.6041
   445   321   304  2.2108  0.5976
   448   324   304  2.2078  0.5966
   445   317   304  2.2049  0.5955
   449   314   304  2.2030  0.5949
   450   314   304  2.1936  0.5915
   448   314   304  2.1869  0.5891
   445   322   304  2.1716  0.5837
   445   316   304  2.1670  0.5820
   447   324   304  2.1619  0.5802
   447   314   304  2.1539  0.5774
   451   314   304  2.1487  0.5756
   453   324   304  2.1369  0.5714
   445   315   304  2.1191  0.5652
   445   323   304  2.1176  0.5646
   446   314   304  2.1113  0.5624
   446   324   304  2.1095  0.5618
   445   314   304  2.0642  0.5461
   452   314   304  2.0572  0.5437
   445   324   304  2.0512  0.5416
   445   319   305  2.0031  0.5263
   450   325   304  2.1786  0.5862
   451   325   304  2.1761  0.5853
   444   319   304  2.1666  0.5819
   444   320   304  2.1608  0.5799
   449   325   304  2.1584  0.5790
   444   318   304  2.1575  0.5787
   444   321   304  2.1393  0.5723
   452   325   304  2.1378  0.5717
   444   317   304  2.1353  0.5709
   448   325   304  2.1243  0.5670
   449   313   304  2.1072  0.5610
   444   316   304  2.1025  0.5594
   444   322   304  2.1022  0.5593
   448   313   304  2.0982  0.5579
   450   313   304  2.0930  0.5561
   447   325   304  2.0812  0.5520
   447   313   304  2.0742  0.5495
   444   315   304  2.0618  0.5452
   444   323   304  2.0504  0.5413
   453   325   304  2.0459  0.5397
   451   313   304  2.0459  0.5397
   446   313   304  2.0417  0.5383
   446   325   304  2.0314  0.5348
   444   314   304  2.0162  0.5295
   445   313   304  2.0053  0.5258
   443   319   304  2.0901  0.5550
   443   318   304  2.0835  0.5528
   443   320   304  2.0833  0.5527
   450   326   304  2.0803  0.5516
   451   326   304  2.0744  0.5496
   443   317   304  2.0655  0.5465
   449   326   304  2.0639  0.5460
   443   321   304  2.0621  0.5453
   443   316   304  2.0386  0.5372
   448   326   304  2.0335  0.5355
   452   326   304  2.0332  0.5354
   443   322   304  2.0262  0.5330
   449   312   304  2.0072  0.5265
   443   315   304  2.0056  0.5259
   448   312   304  2.0055  0.5259
   442   319   304  2.0116  0.5280
   442   318   304  2.0092  0.5271
   442   320   304  2.0021  0.5247
