#   X     Y     Z      S       D
   117   160   228  2.8702  0.7317
   118   161   228  2.8666  0.7305
   118   160   228  2.8615  0.7287
   117   161   228  2.8615  0.7287
   116   160   228  2.8479  0.7241
   117   159   228  2.8274  0.7171
   116   161   228  2.8242  0.7160
   116   159   228  2.8212  0.7150
   118   159   228  2.8056  0.7097
   118   161   227  2.7738  0.6982
   117   161   227  2.7508  0.6905
   116   161   227  2.6933  0.6714
   118   160   227  2.6660  0.6624
   117   160   227  2.6492  0.6568
   116   160   227  2.6017  0.6413
   118   159   227  2.5008  0.6088
   117   159   227  2.4899  0.6053
   116   159   227  2.4540  0.5939
   119   161   228  2.8416  0.7219
   119   160   228  2.8248  0.7162
   118   162   227  2.8216  0.7144
   118   162   228  2.8184  0.7140
   119   162   227  2.8154  0.7123
   119   162   228  2.8071  0.7102
   117   162   228  2.7993  0.7075
   115   160   228  2.7951  0.7061
   117   162   227  2.7920  0.7044
   115   159   228  2.7864  0.7032
   119   161   227  2.7622  0.6944
   119   159   228  2.7594  0.6941
   115   161   228  2.7561  0.6930
   116   158   228  2.7510  0.6913
   116   162   228  2.7484  0.6904
   117   158   228  2.7407  0.6878
   115   158   228  2.7360  0.6862
   116   162   227  2.7261  0.6823
   118   158   228  2.7068  0.6765
   115   162   228  2.6683  0.6637
   119   158   228  2.6532  0.6588
   119   160   227  2.6514  0.6576
   115   162   227  2.6260  0.6492
   115   161   227  2.6035  0.6419
   115   160   227  2.5259  0.6168
   119   159   227  2.4850  0.6038
   115   159   227  2.3955  0.5756
   118   158   227  2.2889  0.5426
   117   158   227  2.2842  0.5412
   119   158   227  2.2733  0.5379
   116   158   227  2.2613  0.5342
   115   158   227  2.2225  0.5225
   119   163   227  2.8162  0.7126
   118   163   227  2.8148  0.7121
   120   161   228  2.7923  0.7052
   120   163   227  2.7850  0.7020
   117   163   227  2.7780  0.6997
   120   162   227  2.7757  0.6989
   120   162   228  2.7703  0.6977
   120   160   228  2.7661  0.6963
   114   159   228  2.7248  0.6825
   119   163   228  2.7243  0.6823
   118   163   228  2.7208  0.6812
   120   161   227  2.7176  0.6794
   114   160   228  2.7153  0.6793
   116   163   227  2.7050  0.6752
   120   163   228  2.7023  0.6750
   114   158   228  2.6956  0.6728
   120   159   228  2.6945  0.6724
   117   163   228  2.6881  0.6703
   114   161   228  2.6620  0.6616
   115   157   228  2.6530  0.6587
   116   157   228  2.6479  0.6570
   114   157   228  2.6353  0.6529
   116   163   228  2.6258  0.6498
   117   157   228  2.6215  0.6483
   120   160   227  2.6057  0.6426
   115   163   227  2.5981  0.6401
   120   158   228  2.5854  0.6366
   118   157   228  2.5768  0.6338
   114   162   228  2.5645  0.6298
   115   163   228  2.5373  0.6211
   119   157   228  2.5180  0.6148
   114   162   227  2.4979  0.6079
   114   161   227  2.4870  0.6044
   114   163   227  2.4639  0.5971
   120   157   228  2.4498  0.5931
   120   159   227  2.4418  0.5901
   114   163   228  2.4287  0.5865
   114   160   227  2.4265  0.5853
   114   159   227  2.3182  0.5516
   120   158   227  2.2352  0.5263
   114   158   227  2.1707  0.5069
   114   157   229  2.1009  0.4870
   115   157   229  2.0710  0.4782
   117   157   227  2.0502  0.4713
   118   157   227  2.0488  0.4709
   116   157   227  2.0409  0.4686
   119   157   227  2.0338  0.4665
   114   158   229  2.0247  0.4647
   115   157   227  2.0228  0.4634
   116   157   229  2.0214  0.4638
   120   157   227  2.0023  0.4574
   119   164   227  2.7752  0.6987
   118   164   227  2.7642  0.6950
   120   164   227  2.7551  0.6920
   121   161   228  2.7258  0.6828
   121   163   227  2.7237  0.6815
   117   164   227  2.7196  0.6801
   121   162   228  2.7149  0.6792
   121   164   227  2.7064  0.6757
   121   162   227  2.7049  0.6752
   121   160   228  2.6922  0.6716
   121   163   228  2.6610  0.6613
   121   161   227  2.6416  0.6543
   116   164   227  2.6407  0.6540
   113   159   228  2.6401  0.6544
   113   158   228  2.6316  0.6517
   121   159   228  2.6174  0.6470
   113   160   228  2.6136  0.6458
   119   164   228  2.6019  0.6420
   120   164   228  2.5956  0.6399
   113   157   228  2.5942  0.6394
   118   164   228  2.5839  0.6361
   121   164   228  2.5698  0.6315
   114   156   228  2.5519  0.6258
   113   161   228  2.5481  0.6245
   115   156   228  2.5476  0.6244
   117   164   228  2.5389  0.6216
   113   156   228  2.5341  0.6200
   115   164   227  2.5302  0.6182
   121   160   227  2.5297  0.6180
   116   156   228  2.5234  0.6166
   121   158   228  2.5086  0.6118
   117   156   228  2.4827  0.6036
   116   164   228  2.4679  0.5989
   113   162   228  2.4438  0.5913
   118   156   228  2.4293  0.5867
   114   164   227  2.3947  0.5753
   121   157   228  2.3763  0.5701
   115   164   228  2.3749  0.5697
   121   159   227  2.3708  0.5678
   119   156   228  2.3675  0.5674
   113   161   227  2.3524  0.5622
   113   162   227  2.3514  0.5619
   113   163   227  2.3124  0.5498
   113   160   227  2.3107  0.5493
   113   163   228  2.3066  0.5485
   120   156   228  2.3011  0.5469
   114   164   228  2.2660  0.5361
   113   164   227  2.2443  0.5290
   121   156   228  2.2329  0.5261
   113   159   227  2.2274  0.5239
   121   158   227  2.1733  0.5077
   114   156   230  2.1718  0.5086
   115   156   230  2.1713  0.5085
   113   156   229  2.1580  0.5040
   113   156   230  2.1488  0.5017
   116   156   230  2.1477  0.5014
   113   164   228  2.1476  0.5005
   114   156   229  2.1460  0.5004
   114   157   230  2.1175  0.4924
   115   157   230  2.1137  0.4913
   115   156   229  2.1126  0.4905
   113   158   227  2.1090  0.4886
   113   157   229  2.1071  0.4889
   117   156   230  2.1054  0.4889
   113   157   230  2.0965  0.4862
   116   157   230  2.0857  0.4830
   116   156   229  2.0623  0.4757
   117   157   230  2.0381  0.4691
   114   158   230  2.0319  0.4673
   113   158   229  2.0274  0.4655
   115   158   230  2.0255  0.4654
   113   158   230  2.0138  0.4620
   117   156   229  2.0008  0.4578
   119   165   227  2.7046  0.6751
   120   165   227  2.6972  0.6727
   118   165   227  2.6830  0.6680
   121   165   227  2.6627  0.6612
   122   161   228  2.6480  0.6571
   122   162   228  2.6468  0.6566
   122   163   227  2.6340  0.6518
