#   X     Y     Z      S       D
   314   195   214  2.1093  0.4844
   315   195   214  2.1069  0.4837
   314   194   214  2.1067  0.4836
   315   194   214  2.1030  0.4825
   314   196   214  2.0960  0.4805
   315   196   214  2.0937  0.4798
   313   194   214  2.0800  0.4758
   313   195   214  2.0796  0.4757
   313   196   214  2.0647  0.4714
   314   193   214  2.0876  0.4780
   315   193   214  2.0817  0.4763
   316   195   214  2.0777  0.4752
   316   194   214  2.0746  0.4743
   314   197   214  2.0682  0.4724
   313   193   214  2.0649  0.4714
   315   197   214  2.0646  0.4714
   316   196   214  2.0628  0.4708
   316   193   214  2.0534  0.4681
   313   197   214  2.0372  0.4635
   316   197   214  2.0313  0.4618
   312   194   214  2.0193  0.4583
   312   195   214  2.0149  0.4571
   312   193   214  2.0092  0.4554
   314   192   214  2.0532  0.4681
   315   192   214  2.0450  0.4657
   313   192   214  2.0343  0.4626
   317   195   214  2.0278  0.4608
   317   194   214  2.0276  0.4607
   314   198   214  2.0276  0.4607
   315   198   214  2.0219  0.4591
   316   192   214  2.0164  0.4575
   317   196   214  2.0094  0.4555
   317   193   214  2.0090  0.4554
   314   191   214  2.0056  0.4544
