#   X     Y     Z      S       D
   111   361   250  2.3452  0.5759
   111   362   250  2.3393  0.5740
   112   361   250  2.3204  0.5680
   110   361   250  2.3165  0.5667
   110   362   250  2.3127  0.5655
   112   362   250  2.3124  0.5654
   111   360   250  2.3036  0.5626
   112   360   250  2.2814  0.5556
   110   360   250  2.2742  0.5533
   111   363   250  2.2899  0.5583
   110   363   250  2.2670  0.5510
   112   363   250  2.2615  0.5493
   113   361   250  2.2430  0.5435
   109   361   250  2.2405  0.5427
   109   362   250  2.2386  0.5421
   113   362   250  2.2335  0.5405
   111   359   250  2.2145  0.5346
   113   360   250  2.2084  0.5327
   109   360   250  2.1995  0.5299
   109   363   250  2.1980  0.5295
   112   359   250  2.1959  0.5288
   110   359   250  2.1856  0.5256
   113   363   250  2.1835  0.5250
   113   359   250  2.1300  0.5085
   109   359   250  2.1154  0.5040
   111   364   250  2.2040  0.5313
   110   364   250  2.1860  0.5258
   112   364   250  2.1743  0.5221
   108   361   250  2.1287  0.5081
   108   362   250  2.1285  0.5080
   109   364   250  2.1251  0.5070
   114   361   250  2.1219  0.5060
   114   362   250  2.1120  0.5030
   113   364   250  2.0993  0.4991
   108   363   250  2.0942  0.4976
   114   360   250  2.0923  0.4970
   108   360   250  2.0910  0.4966
   111   358   250  2.0832  0.4942
   112   358   250  2.0691  0.4899
   114   363   250  2.0656  0.4889
   110   358   250  2.0556  0.4859
   108   364   250  2.0311  0.4785
   114   359   250  2.0232  0.4761
   108   359   250  2.0144  0.4735
   113   358   250  2.0126  0.4730
   111   365   250  2.0901  0.4963
   110   365   250  2.0781  0.4927
   112   365   250  2.0593  0.4870
   109   365   250  2.0271  0.4773
