#   X     Y     Z      S       D
   103   360   332  2.0225  0.5696
   102   361   332  2.0210  0.5690
   103   361   332  2.0206  0.5689
   102   360   332  2.0199  0.5686
   104   360   332  2.0192  0.5684
   104   361   332  2.0135  0.5663
   104   359   332  2.0062  0.5636
   103   359   332  2.0050  0.5631
   105   360   332  2.0131  0.5661
   101   361   332  2.0114  0.5655
   101   360   332  2.0076  0.5641
   105   359   332  2.0050  0.5631
   102   362   332  2.0036  0.5626
   105   361   332  2.0026  0.5622
   103   362   332  2.0015  0.5618
   106   360   332  2.0059  0.5634
   106   359   332  2.0029  0.5623
