#   X     Y     Z      S       D
   106   199   142  2.9361  0.7669
   105   199   142  2.9280  0.7640
   106   198   142  2.9274  0.7638
   105   200   142  2.9274  0.7638
   106   200   142  2.9259  0.7632
   107   198   142  2.9246  0.7628
   107   199   142  2.9238  0.7625
   105   198   142  2.9114  0.7581
   107   200   142  2.9029  0.7551
   104   200   142  2.9098  0.7576
   107   197   142  2.9090  0.7573
   105   201   142  2.9045  0.7557
   106   197   142  2.9043  0.7556
   104   199   142  2.9031  0.7552
   108   198   142  2.8996  0.7540
   104   201   142  2.8960  0.7527
   108   197   142  2.8929  0.7516
   106   201   142  2.8924  0.7514
   108   199   142  2.8887  0.7501
   105   197   142  2.8828  0.7480
   104   198   142  2.8814  0.7475
   107   201   142  2.8588  0.7396
   108   200   142  2.8576  0.7392
   104   197   142  2.8499  0.7365
   108   201   142  2.8043  0.7207
   107   196   142  2.8801  0.7471
   103   200   142  2.8759  0.7456
   108   196   142  2.8707  0.7438
   106   196   142  2.8704  0.7437
   103   201   142  2.8682  0.7429
   103   199   142  2.8653  0.7419
   104   202   142  2.8575  0.7392
   105   202   142  2.8559  0.7386
   109   197   142  2.8554  0.7384
   109   198   142  2.8525  0.7374
   105   196   142  2.8460  0.7352
   103   198   142  2.8417  0.7337
   109   196   142  2.8411  0.7335
   103   202   142  2.8378  0.7323
   106   202   142  2.8331  0.7307
   109   199   142  2.8317  0.7302
   104   196   142  2.8124  0.7235
   103   197   142  2.8104  0.7228
   109   200   142  2.7916  0.7163
   107   202   142  2.7899  0.7157
   103   196   142  2.7747  0.7105
   109   201   142  2.7312  0.6956
   108   202   142  2.7281  0.6945
   109   202   142  2.6508  0.6684
   107   195   142  2.8394  0.7329
   108   195   142  2.8340  0.7310
   106   195   142  2.8277  0.7288
   102   200   142  2.8276  0.7288
   102   201   142  2.8225  0.7270
   102   199   142  2.8168  0.7250
   109   195   142  2.8100  0.7227
   105   195   142  2.8030  0.7202
   110   197   142  2.7992  0.7189
   102   202   142  2.7972  0.7182
   102   198   142  2.7951  0.7175
   110   196   142  2.7936  0.7170
   104   203   142  2.7928  0.7167
   110   198   142  2.7869  0.7147
   103   203   142  2.7825  0.7132
   105   203   142  2.7807  0.7126
   104   195   142  2.7708  0.7092
   110   195   142  2.7694  0.7087
   102   197   142  2.7669  0.7078
   110   199   142  2.7570  0.7044
   102   203   142  2.7494  0.7018
   106   203   142  2.7481  0.7013
   103   195   142  2.7360  0.6972
   102   196   142  2.7352  0.6969
   110   200   142  2.7094  0.6882
