#   X     Y     Z      S       D
   276   160   251  3.2591  0.8989
   275   160   251  3.2566  0.8979
   276   161   251  3.2351  0.8896
   275   161   251  3.2341  0.8892
   277   160   251  3.2179  0.8830
   276   159   251  3.2053  0.8782
   275   159   251  3.2025  0.8771
   277   161   251  3.1938  0.8738
   277   159   251  3.1645  0.8627
   275   161   252  2.8600  0.7521
   275   160   252  2.8447  0.7466
   276   161   252  2.8087  0.7339
   276   160   252  2.7907  0.7275
   275   159   252  2.7875  0.7264
   277   161   252  2.7406  0.7100
   276   159   252  2.7320  0.7070
   277   160   252  2.7181  0.7022
   277   159   252  2.6567  0.6810
   274   160   251  3.2142  0.8816
   274   161   251  3.1953  0.8744
   274   159   251  3.1592  0.8607
   275   162   251  3.1397  0.8533
   276   162   251  3.1372  0.8524
   278   160   251  3.1330  0.8508
   278   161   251  3.1093  0.8419
   274   162   251  3.1073  0.8411
   277   162   251  3.0950  0.8365
   276   158   251  3.0809  0.8313
   278   159   251  3.0808  0.8312
   275   158   251  3.0780  0.8302
   277   158   251  3.0418  0.8168
   274   158   251  3.0358  0.8146
   278   162   251  3.0110  0.8054
   278   158   251  2.9622  0.7876
   274   161   252  2.8922  0.7636
   274   160   252  2.8774  0.7583
   274   162   252  2.8670  0.7546
   275   162   252  2.8358  0.7435
   274   159   252  2.8201  0.7379
   276   162   252  2.7881  0.7266
   277   162   252  2.7255  0.7047
   274   158   252  2.7216  0.7034
   275   158   252  2.6899  0.6924
   278   161   252  2.6568  0.6811
   278   162   252  2.6481  0.6781
   276   158   252  2.6345  0.6735
   278   160   252  2.6291  0.6716
   278   159   252  2.5648  0.6499
   277   158   252  2.5590  0.6479
   273   160   251  3.1386  0.8529
   273   161   251  3.1252  0.8479
   273   159   251  3.0819  0.8316
   273   162   251  3.0463  0.8184
   279   160   251  3.0079  0.8043
   275   163   251  2.9883  0.7971
   279   161   251  2.9838  0.7955
   276   163   251  2.9800  0.7941
   274   163   251  2.9648  0.7885
   273   158   251  2.9604  0.7869
   279   159   251  2.9588  0.7863
   277   163   251  2.9349  0.7777
   273   163   251  2.9157  0.7708
   276   157   251  2.9024  0.7660
   273   161   252  2.9023  0.7672
   275   157   251  2.8990  0.7648
   279   162   251  2.8865  0.7603
   273   160   252  2.8858  0.7613
   273   162   252  2.8785  0.7587
   277   157   251  2.8671  0.7534
   274   157   251  2.8591  0.7505
   278   163   251  2.8504  0.7474
   279   158   251  2.8471  0.7462
   273   159   252  2.8269  0.7403
   273   163   252  2.8187  0.7374
   274   163   252  2.8065  0.7331
   278   157   251  2.7950  0.7278
   273   157   251  2.7882  0.7255
   275   163   252  2.7770  0.7227
   276   163   252  2.7334  0.7075
   273   158   252  2.7271  0.7053
   279   163   251  2.7263  0.7039
   279   157   251  2.6908  0.6916
   277   163   252  2.6766  0.6879
   278   163   252  2.6058  0.6637
   273   157   252  2.5919  0.6590
   274   157   252  2.5876  0.6575
   279   161   252  2.5578  0.6475
   275   157   252  2.5576  0.6474
   279   162   252  2.5550  0.6466
   279   160   252  2.5256  0.6367
   279   163   252  2.5187  0.6345
   276   157   252  2.5043  0.6297
   272   160   251  3.0383  0.8155
   272   161   251  3.0320  0.8132
   272   159   251  2.9792  0.7938
   272   162   251  2.9643  0.7884
   272   161   252  2.8871  0.7618
   272   160   252  2.8674  0.7547
   272   162   252  2.8666  0.7544
   272   158   251  2.8600  0.7508
   280   160   251  2.8486  0.7468
   272   163   251  2.8476  0.7464
   280   161   251  2.8223  0.7375
   272   163   252  2.8095  0.7342
   272   159   252  2.8061  0.7330
   280   159   251  2.8053  0.7315
   275   164   251  2.8010  0.7299
   274   164   251  2.7883  0.7255
   276   164   251  2.7847  0.7242
   273   164   251  2.7525  0.7130
   277   164   251  2.7345  0.7067
   273   164   252  2.7279  0.7056
   280   162   251  2.7249  0.7034
   272   164   252  2.7204  0.7030
   274   164   252  2.7162  0.7015
   272   158   252  2.7051  0.6977
   280   158   251  2.7037  0.6960
   272   164   251  2.6995  0.6946
   272   157   251  2.6943  0.6928
   276   156   251  2.6917  0.6919
   275   164   252  2.6894  0.6923
   275   156   251  2.6868  0.6902
   277   156   251  2.6625  0.6819
   276   164   252  2.6501  0.6788
   274   156   251  2.6496  0.6775
   278   164   251  2.6473  0.6767
   278   156   251  2.6007  0.6609
   277   164   252  2.5989  0.6613
   273   156   251  2.5850  0.6556
   272   157   252  2.5701  0.6516
   280   163   251  2.5654  0.6490
   280   157   251  2.5612  0.6476
   278   164   252  2.5339  0.6395
   279   164   251  2.5222  0.6346
   279   156   251  2.5105  0.6307
   272   156   251  2.5001  0.6273
   271   161   251  2.9238  0.7737
   271   160   251  2.9222  0.7731
   271   162   251  2.8684  0.7538
   271   159   251  2.8606  0.7510
   271   161   252  2.8442  0.7465
   271   162   252  2.8281  0.7407
   271   160   252  2.8209  0.7382
   271   163   252  2.7753  0.7221
   271   163   251  2.7668  0.7180
   271   159   252  2.7574  0.7159
   271   158   251  2.7444  0.7101
   271   164   252  2.6895  0.6923
   281   160   251  2.6622  0.6818
   271   158   252  2.6562  0.6809
   271   164   251  2.6345  0.6724
   281   161   251  2.6310  0.6711
   281   159   251  2.6278  0.6701
   273   165   252  2.6111  0.6655
   272   165   252  2.6035  0.6629
   274   165   252  2.6013  0.6622
   275   165   251  2.5996  0.6605
   274   165   251  2.5985  0.6602
   271   157   251  2.5864  0.6561
   275   165   252  2.5780  0.6543
   273   165   251  2.5761  0.6526
   271   165   252  2.5746  0.6532
   276   165   251  2.5738  0.6518
   276   165   252  2.5432  0.6426
   281   158   251  2.5391  0.6402
   272   165   251  2.5375  0.6397
   281   162   251  2.5316  0.6377
   271   157   252  2.5234  0.6360
   277   165   251  2.5164  0.6327
   270   161   251  2.8080  0.7324
   270   160   251  2.7987  0.7291
   270   161   252  2.7732  0.7214
   270   162   251  2.7649  0.7173
   270   162   252  2.7615  0.7173
   270   160   252  2.7468  0.7121
   270   159   251  2.7351  0.7069
   270   163   252  2.7135  0.7006
   270   159   252  2.6824  0.6899
   270   163   251  2.6784  0.6873
   270   164   252  2.6323  0.6727
   270   158   251  2.6228  0.6684
