#   X     Y     Z      S       D
   187   233   194  2.7367  0.6759
   186   233   194  2.7312  0.6741
   186   232   194  2.7310  0.6740
   187   232   194  2.7282  0.6731
   187   234   194  2.7229  0.6713
   188   233   194  2.7088  0.6667
   186   234   194  2.7087  0.6667
   188   234   194  2.6988  0.6635
   188   232   194  2.6973  0.6630
   187   234   195  2.5261  0.6082
   188   234   195  2.5251  0.6078
   186   231   194  2.7117  0.6677
   185   232   194  2.7042  0.6652
   187   231   194  2.7018  0.6644
   185   231   194  2.6966  0.6627
   185   233   194  2.6917  0.6611
   187   235   194  2.6840  0.6586
   188   231   194  2.6689  0.6538
   188   235   194  2.6646  0.6524
   186   235   194  2.6615  0.6514
   185   234   194  2.6565  0.6497
   189   233   194  2.6525  0.6485
   189   232   194  2.6431  0.6454
   189   234   194  2.6420  0.6451
   189   231   194  2.6176  0.6372
   189   235   194  2.6089  0.6344
   185   235   194  2.5981  0.6310
   187   235   195  2.5586  0.6184
   188   235   195  2.5497  0.6156
   186   235   195  2.5352  0.6110
   189   235   195  2.5160  0.6050
   189   234   195  2.5006  0.6001
   186   230   194  2.6774  0.6565
   185   230   194  2.6718  0.6547
   187   230   194  2.6620  0.6515
   184   231   194  2.6576  0.6501
   184   232   194  2.6507  0.6479
   184   230   194  2.6448  0.6460
   188   230   194  2.6283  0.6407
   184   233   194  2.6224  0.6388
   187   236   194  2.6200  0.6380
   188   236   194  2.6057  0.6334
   186   236   194  2.5903  0.6285
   189   230   194  2.5804  0.6253
   190   233   194  2.5764  0.6241
   187   236   195  2.5728  0.6229
   190   232   194  2.5727  0.6229
   184   234   194  2.5721  0.6227
   190   234   194  2.5616  0.6194
   186   236   195  2.5574  0.6180
   188   236   195  2.5540  0.6169
   190   231   194  2.5539  0.6169
   189   236   194  2.5526  0.6165
   190   235   194  2.5265  0.6083
   190   230   194  2.5234  0.6073
   185   236   194  2.5183  0.6057
   189   236   195  2.5099  0.6030
   184   235   194  2.5010  0.6003
   185   236   195  2.5007  0.6002
   185   229   194  2.6320  0.6419
   186   229   194  2.6311  0.6416
   184   229   194  2.6135  0.6359
   187   229   194  2.6124  0.6356
   183   231   194  2.5980  0.6309
   183   230   194  2.5977  0.6309
   188   229   194  2.5789  0.6249
   183   232   194  2.5757  0.6239
   183   229   194  2.5751  0.6237
   187   237   195  2.5704  0.6221
   186   237   195  2.5651  0.6205
   188   237   195  2.5404  0.6127
   189   229   194  2.5347  0.6109
   187   237   194  2.5335  0.6105
   183   233   194  2.5312  0.6098
   188   237   194  2.5241  0.6075
   185   237   195  2.5163  0.6051
   185   228   194  2.5780  0.6246
   186   228   194  2.5739  0.6233
   184   228   194  2.5638  0.6201
   186   238   195  2.5584  0.6183
   187   228   194  2.5542  0.6170
   187   238   195  2.5522  0.6164
   182   230   194  2.5324  0.6101
   183   228   194  2.5300  0.6094
   188   228   194  2.5221  0.6069
   182   231   194  2.5217  0.6068
   185   238   195  2.5197  0.6061
   182   229   194  2.5174  0.6054
   188   238   195  2.5104  0.6032
   186   239   195  2.5353  0.6111
   187   239   195  2.5171  0.6053
   185   239   195  2.5083  0.6026
   185   227   194  2.5083  0.6026
   186   227   194  2.5043  0.6013
