#   X     Y     Z      S       D
   407   142   114  2.6205  0.6793
   408   142   114  2.6201  0.6791
   407   143   114  2.6199  0.6791
   408   143   114  2.6109  0.6760
   408   141   114  2.6078  0.6749
   407   141   114  2.6001  0.6722
   406   143   114  2.5989  0.6718
   406   142   114  2.5901  0.6688
   406   141   114  2.5608  0.6587
   407   144   114  2.6043  0.6737
   406   144   114  2.5928  0.6697
   409   142   114  2.5869  0.6677
   408   144   114  2.5865  0.6675
   409   141   114  2.5812  0.6657
   409   143   114  2.5712  0.6623
   408   140   114  2.5682  0.6613
   407   140   114  2.5530  0.6560
   405   144   114  2.5514  0.6555
   405   143   114  2.5485  0.6545
   409   140   114  2.5485  0.6545
   409   144   114  2.5400  0.6516
   405   142   114  2.5308  0.6485
   406   140   114  2.5061  0.6401
   407   145   114  2.5787  0.6649
   406   145   114  2.5768  0.6642
   408   145   114  2.5518  0.6557
   405   145   114  2.5439  0.6530
   410   142   114  2.5208  0.6451
   410   141   114  2.5200  0.6448
   410   143   114  2.5010  0.6384
   406   146   114  2.5542  0.6565
   407   146   114  2.5465  0.6538
   405   146   114  2.5294  0.6480
   408   146   114  2.5099  0.6414
   406   147   114  2.5261  0.6469
   405   147   114  2.5092  0.6411
   407   147   114  2.5088  0.6410
