#   X     Y     Z      S       D
   252    88   214  4.6774  1.4595
   252    87   214  4.6742  1.4580
   251    87   214  4.6548  1.4486
   253    88   214  4.6459  1.4443
   251    88   214  4.6388  1.4409
   253    87   214  4.6255  1.4345
   252    89   214  4.5732  1.4096
   253    89   214  4.5616  1.4041
   251    89   214  4.5152  1.3823
   250    87   214  4.5661  1.4063
   252    86   214  4.5645  1.4055
   251    86   214  4.5619  1.4043
   254    88   214  4.5453  1.3964
   250    88   214  4.5303  1.3894
   254    87   214  4.5109  1.3803
   253    86   214  4.5035  1.3768
