#   X     Y     Z      S       D
   192   228   237  3.6707  1.0411
   192   229   237  3.6688  1.0403
   191   229   237  3.6542  1.0344
   193   228   237  3.6539  1.0343
   191   228   237  3.6515  1.0333
   193   229   237  3.6469  1.0314
   192   227   237  3.6442  1.0303
   193   227   237  3.6343  1.0263
   191   227   237  3.6191  1.0202
   192   230   237  3.6404  1.0288
   191   230   237  3.6286  1.0240
   193   230   237  3.6156  1.0187
   190   229   237  3.6065  1.0151
   190   228   237  3.5997  1.0123
   194   228   237  3.5986  1.0119
   192   226   237  3.5891  1.0081
   193   226   237  3.5869  1.0072
   194   227   237  3.5866  1.0071
   194   229   237  3.5858  1.0067
   190   230   237  3.5840  1.0060
   190   227   237  3.5624  0.9974
   191   226   237  3.5577  0.9955
   194   230   237  3.5514  0.9930
   194   226   237  3.5478  0.9916
   192   231   237  3.5894  1.0082
   191   231   237  3.5786  1.0038
   193   231   237  3.5642  0.9981
   190   231   237  3.5356  0.9867
   189   229   237  3.5293  0.9842
   189   228   237  3.5187  0.9800
   193   225   237  3.5125  0.9775
   189   230   237  3.5100  0.9765
   192   225   237  3.5072  0.9754
   195   228   237  3.5035  0.9740
   192   232   237  3.5214  0.9811
   191   232   237  3.5098  0.9765
